XM,SXZY,HDHD,CSD
14481,2257,1040,192
14482,2257,1040,194
14483,2257,1040,602
14484,2257,1040,612
14485,2257,1040,639
14486,2257,1040,812
14487,2257,1040,885
14488,2257,1040,885
14489,2257,1040,901
14490,2257,1040,943
14491,2257,1040,979
14492,2257,1040,1058
14493,2257,1040,1058
14494,2257,1040,1058
14495,2257,1040,1107
14496,2257,1040,1166
14497,2257,1040,1166
14498,2257,1040,1178
14499,2257,1040,1189
14500,2257,1040,1591
14501,2257,1040,1664
14502,2257,1040,2027
14503,2257,1040,2535
14504,2257,1040,3156
14505,2257,1040,3354
14506,2257,1040,3354
14507,2257,1040,3358
14508,2257,1040,3358
14509,2257,1040,3358
14510,2257,1040,3358
14511,2257,1040,3358
14512,2257,1040,3358
14513,2257,1040,3358
14514,2257,1040,3361
14515,2257,1040,3469
14516,2257,1040,3086
14517,2257,1040,2349
14518,2257,1040,2585
14519,2257,1040,2600
14520,2257,1040,2224
14521,2257,1042,2651
14522,2257,1053,165
14523,2257,1053,3322
14524,2257,1063,729
14525,2257,1081,588
14526,2257,1085,2879
14527,2257,1085,3466
14528,2257,1085,13
14529,2257,1089,1011
14530,2257,1089,3494
14531,2257,1098,2819
14532,2257,1102,1996
14533,2257,1109,1581
14534,2257,1109,1923
14535,2257,1109,1923
14536,2257,1109,1948
14537,2257,1109,1994
14538,2257,1109,2027
14539,2257,1109,2027
14540,2257,1109,3537
14541,2257,1110,3661
14542,2257,1112,2027
14543,2257,1113,3652
14544,2257,1115,777
14545,2257,1124,2126
14546,2257,1125,3429
14547,2257,1139,2012
14548,2257,1139,2046
14549,2257,1140,1187
14550,2257,1145,2021
14551,2257,1146,3536
14552,2257,1149,3373
14553,2257,1149,1982
14554,2257,1152,2622
14555,2257,1152,1993
14556,2257,1153,1078
14557,2257,1156,3523
14558,2257,1157,2727
14559,2257,1161,1917
14560,2257,1166,1813
14561,2257,1169,3674
14562,2257,1194,1491
14563,2257,1200,657
14564,2257,1210,2263
14565,2257,1211,2204
14566,2257,1211,2235
14567,2257,1213,1107
14568,2257,1216,2410
14569,2257,1220,134
14570,2257,1223,124
14571,2257,1225,1799
14572,2257,1233,3453
14573,2257,1235,3430
14574,2257,1236,2365
14575,2257,1238,537
14576,2257,1239,1115
14577,2257,1240,821
14578,2257,1240,1911
14579,2257,1242,1406
14580,2257,1243,492
14581,2257,1243,2283
14582,2257,1244,1192
14583,2257,1244,2803
14584,2257,1246,587
14585,2257,1262,165
14586,2257,1262,962
14587,2257,1280,3547
14588,2257,1281,688
14589,2257,1291,2480
14590,2257,1303,1035
14591,2257,1304,3650
14592,2257,1305,3699
14593,2257,1317,1816
14594,2257,1317,3112
14595,2257,1330,1107
14596,2257,1338,1920
14597,2257,1340,1131
14598,2257,1348,3143
14599,2257,1351,3691
14600,2257,1358,1787
14601,2257,1358,2352
14602,2257,1359,569
14603,2257,1362,885
14604,2257,1368,1731
14605,2257,1376,579
14606,2257,1390,3156
14607,2257,1390,2895
14608,2257,1406,467
14609,2257,1407,657
14610,2257,1407,615
14611,2257,1417,3419
14612,2257,1417,2859
14613,2257,1421,3523
14614,2257,1423,2443
14615,2257,1423,3523
14616,2257,1423,3525
14617,2257,1424,347
14618,2257,1424,2513
14619,2257,1429,980
14620,2257,1438,995
14621,2257,1438,2669
14622,2257,1440,309
14623,2257,1441,1157
14624,2257,1441,1506
14625,2257,1446,2664
14626,2257,1448,2539
14627,2257,1453,2204
14628,2257,1456,2051
14629,2257,1456,2762
14630,2257,1456,2788
14631,2257,1456,2821
14632,2257,1459,560
14633,2257,1467,1337
14634,2257,1474,9
14635,2257,1483,1194
14636,2257,1484,1636
14637,2257,1496,2868
14638,2257,1502,1581
14639,2257,1506,3474
14640,2257,1511,1574
14641,2257,1523,991
14642,2257,1525,3439
14643,2257,1529,661
14644,2257,1531,516
14645,2257,1531,3154
14646,2257,1531,2036
14647,2257,1536,1058
14648,2257,1537,705
14649,2257,1539,852
14650,2257,1545,918
14651,2257,1545,1166
14652,2257,1546,1810
14653,2257,1547,420
14654,2257,1552,2670
14655,2257,1554,2393
14656,2257,1554,2474
14657,2257,1564,748
14658,2257,1567,1899
14659,2257,1574,2672
14660,2257,1576,608
14661,2257,1576,2792
14662,2257,1576,3438
14663,2257,1585,2873
14664,2257,1586,3143
14665,2257,1589,790
14666,2257,1597,2614
14667,2257,1600,2928
14668,2257,1627,2794
14669,2257,1630,2565
14670,2257,1635,2750
14671,2257,1636,2735
14672,2257,1642,192
14673,2257,1647,602
14674,2257,1647,2664
14675,2257,1647,2768
14676,2257,1648,2051
14677,2257,1648,2645
14678,2257,1648,2798
14679,2257,1648,2850
14680,2257,1649,560
14681,2257,1649,3611
14682,2257,1656,1476
14683,2257,1656,200
14684,2257,1661,3623
14685,2257,1662,3466
14686,2257,1664,911
14687,2257,1666,3023
14688,2257,1666,3349
14689,2257,1667,1042
14690,2257,1677,3003
14691,2257,1679,3234
14692,2257,1680,2426
14693,2257,1681,989
14694,2257,1691,3159
14695,2257,1700,165
14696,2257,1714,1218
14697,2257,1723,2163
14698,2257,1723,2251
14699,2257,1724,2794
14700,2257,1731,3691
14701,2257,1738,2264
14702,2257,1748,712
14703,2257,1755,171
14704,2257,1757,143
14705,2257,1761,1331
14706,2257,1766,3120
14707,2257,1766,991
14708,2257,1768,3469
14709,2257,1769,679
14710,2257,1770,1058
14711,2257,1771,3156
14712,2257,1775,758
14713,2257,1775,790
14714,2257,1776,2271
14715,2257,1777,1278
14716,2257,1777,1033
14717,2257,1789,165
14718,2257,1789,171
14719,2257,1789,602
14720,2257,1790,3525
14721,2257,1801,1115
14722,2257,1805,3406
14723,2257,1805,3077
14724,2257,1806,790
14725,2257,1817,2161
14726,2257,1819,622
14727,2257,1827,2624
14728,2257,1827,2635
14729,2257,1827,2787
14730,2257,1827,2872
14731,2257,1829,2
14732,2257,1831,1058
14733,2257,1832,569
14734,2257,1832,1058
14735,2257,1862,979
14736,2257,1864,174
14737,2257,1866,56
14738,2257,1869,3378
14739,2257,1871,165
14740,2257,1874,1794
14741,2257,1876,165
14742,2257,1876,175
14743,2257,1876,812
14744,2257,1876,2288
14745,2257,1876,2535
14746,2257,1876,3156
14747,2257,1876,3372
14748,2257,1877,3372
14749,2257,1883,812
14750,2257,1889,78
14751,2257,1890,2744
14752,2257,1892,2596
14753,2257,1892,2609
14754,2257,1892,2692
14755,2257,1892,2788
14756,2257,1892,2803
14757,2257,1892,2828
14758,2257,1895,3626
14759,2257,1897,569
14760,2257,1897,596
14761,2257,1897,608
14762,2257,1897,667
14763,2257,1897,777
14764,2257,1897,1364
14765,2257,1897,2535
14766,2257,1897,2535
14767,2257,1897,2821
14768,2257,1897,3358
14769,2257,1897,3525
14770,2257,1897,525
14771,2257,1904,175
14772,2257,1905,2972
14773,2257,1915,844
14774,2257,1915,1081
14775,2257,1918,3271
14776,2257,1922,1522
14777,2257,1923,981
14778,2257,1928,2435
14779,2257,1930,317
14780,2257,1940,2312
14781,2257,1942,1733
14782,2257,1944,2535
14783,2257,1946,1058
14784,2257,1953,2435
14785,2257,1956,3139
14786,2257,1960,3043
14787,2257,1961,1154
14788,2257,1964,1166
14789,2257,1981,792
14790,2257,1981,1364
14791,2257,2013,1079
14792,2257,2022,3389
14793,2257,2025,2828
14794,2257,2030,510
14795,2257,2037,931
14796,2257,2040,171
14797,2257,2047,1320
14798,2257,2047,3461
14799,2257,2047,2795
14800,2257,2049,1005
14801,2257,2050,842
14802,2257,2054,668
14803,2257,2055,1309
14804,2257,2057,3153
14805,2257,2066,1991
14806,2257,2072,1937
14807,2257,2072,710
14808,2257,2073,2564
14809,2257,2078,1891
14810,2257,2079,1078
14811,2257,2081,2932
14812,2257,2096,1806
14813,2257,2099,2011
14814,2257,2099,851
14815,2257,2104,527
14816,2257,2109,3232
14817,2257,2111,1483
14818,2257,2134,347
14819,2257,2136,1150
14820,2257,2136,2291
14821,2257,2136,3523
14822,2257,2136,3532
14823,2257,2139,3024
14824,2257,2142,159
14825,2257,2142,162
14826,2257,2142,165
14827,2257,2142,165
14828,2257,2142,165
14829,2257,2142,165
14830,2257,2142,165
14831,2257,2142,165
14832,2257,2142,192
14833,2257,2142,728
14834,2257,2142,752
14835,2257,2142,777
14836,2257,2142,790
14837,2257,2142,806
14838,2257,2142,816
14839,2257,2142,901
14840,2257,2142,901
14841,2257,2142,925
14842,2257,2142,932
14843,2257,2142,965
14844,2257,2142,997
14845,2257,2142,1010
14846,2257,2142,1058
14847,2257,2142,1072
14848,2257,2142,1080
14849,2257,2142,1107
14850,2257,2142,1107
14851,2257,2142,1122
14852,2257,2142,1127
14853,2257,2142,1136
14854,2257,2142,1139
14855,2257,2142,1139
14856,2257,2142,1148
14857,2257,2142,1148
14858,2257,2142,1168
14859,2257,2142,1223
14860,2257,2142,1229
14861,2257,2142,2535
14862,2257,2142,2535
14863,2257,2142,3156
14864,2257,2142,3159
14865,2257,2142,3370
14866,2257,2142,3469
14867,2257,2142,3523
14868,2257,2142,3523
14869,2257,2142,3523
14870,2257,2142,3523
14871,2257,2142,3525
14872,2257,2142,3525
14873,2257,2142,3525
14874,2257,2142,1918
14875,2257,2142,179
14876,2257,2142,270
14877,2257,2142,441
14878,2257,2142,2892
14879,2257,2142,1097
14880,2257,2142,561
14881,2257,2145,3523
14882,2257,2151,416
14883,2257,2154,2447
14884,2257,2160,1958
14885,2257,2162,432
14886,2257,2163,1665
14887,2257,2176,1076
14888,2257,2178,3578
14889,2257,2182,3569
14890,2257,2191,1167
14891,2257,2194,560
14892,2257,2197,1311
14893,2257,2197,1362
14894,2257,2197,1380
14895,2257,2197,1488
14896,2257,2197,3525
14897,2257,2197,1188
14898,2257,2201,3159
14899,2257,2203,1273
14900,2257,2210,3609
14901,2257,2211,1865
14902,2257,2215,596
14903,2257,2221,405
14904,2257,2221,3286
14905,2257,2230,3578
14906,2257,2231,3358
14907,2257,2244,802
14908,2257,2246,558
14909,2257,2251,3177
14910,2257,2254,409
14911,2257,2266,1721
14912,2257,2280,3652
14913,2257,2282,1028
14914,2257,2285,3183
14915,2257,2286,1016
14916,2257,2286,1805
14917,2257,2293,1958
14918,2257,2297,1166
14919,2257,2298,1107
14920,2257,2298,3159
14921,2257,2299,1991
14922,2257,2299,3130
14923,2257,2303,59
14924,2257,2306,2272
14925,2257,2316,1524
14926,2257,2323,1518
14927,2257,2330,787
14928,2257,2340,1029
14929,2257,2352,1803
14930,2257,2382,3163
14931,2257,2400,1665
14932,2257,2409,1266
14933,2257,2414,772
14934,2257,2425,2753
14935,2257,2436,1139
14936,2257,2440,1100
14937,2257,2452,2573
14938,2257,2452,2013
14939,2257,2462,480
14940,2257,2466,1194
14941,2257,2470,1165
14942,2257,2475,206
14943,2257,2475,620
14944,2257,2475,3005
14945,2257,2476,3332
14946,2257,2477,112
14947,2257,2478,1771
14948,2257,2495,196
14949,2257,2496,2132
14950,2257,2499,3080
14951,2257,2506,1399
14952,2257,2528,3106
14953,2257,2535,596
14954,2257,2547,165
14955,2257,2547,1885
14956,2257,2547,1899
14957,2257,2547,2772
14958,2257,2547,641
14959,2257,2551,457
14960,2257,2563,1493
14961,2257,2564,1972
14962,2257,2571,2188
14963,2257,2572,104
14964,2257,2573,1025
14965,2257,2574,360
14966,2257,2574,435
14967,2257,2574,2354
14968,2257,2578,2155
14969,2257,2580,2472
14970,2257,2581,3444
14971,2257,2581,3672
14972,2257,2584,3302
14973,2257,2585,2843
14974,2257,2587,1289
14975,2257,2591,275
14976,2257,2595,3691
14977,2257,2601,27
14978,2257,2601,2411
14979,2257,2601,3205
14980,2257,2601,3279
14981,2257,2601,3672
14982,2257,2601,3691
14983,2257,2601,3691
14984,2257,2601,3702
14985,2257,2601,3720
14986,2257,2601,919
14987,2258,399,1874
14988,2258,899,847
14989,2258,1083,2806
14990,2259,898,653
14991,2259,1188,773
14992,2260,1718,657
14993,2261,898,775
14994,2261,1439,91
14995,2262,1598,3316
14996,2262,2583,3672
14997,2263,898,3159
14998,2263,1800,2132
14999,2263,2599,3109
15000,2264,706,2346
15001,2264,1157,1566
15002,2264,1246,3152
15003,2264,1908,1532
15004,2264,2138,2193
15005,2265,312,2690
15006,2265,1810,2080
15007,2265,1944,824
15008,2266,1104,203
15009,2266,1154,1598
15010,2266,1370,2379
15011,2266,1842,2073
15012,2267,151,1289
15013,2267,898,3159
15014,2267,1359,420
15015,2267,1493,2309
15016,2267,2000,2418
15017,2267,2018,981
15018,2268,443,681
15019,2268,501,1711
15020,2268,1316,2855
15021,2268,1879,3156
15022,2268,2318,898
15023,2269,143,799
15024,2269,402,2380
15025,2270,2078,3565
15026,2270,2142,995
15027,2271,205,2020
15028,2272,898,1166
15029,2272,1585,2580
15030,2273,471,2896
15031,2273,1072,479
15032,2273,1876,2630
15033,2274,416,2839
15034,2275,865,3476
15035,2275,898,1211
15036,2275,1282,833
15037,2275,1605,2856
15038,2275,2606,1288
15039,2276,59,3725
15040,2276,433,2074
15041,2277,54,893
15042,2277,455,1884
15043,2277,1110,2015
15044,2277,2457,1504
15045,2278,190,853
15046,2278,898,2701
15047,2278,1108,3605
15048,2279,450,1575
15049,2279,619,2635
15050,2279,902,3156
15051,2279,1587,3198
15052,2279,2117,1401
15053,2279,2391,867
15054,2280,1275,1281
15055,2280,1801,292
15056,2280,2472,684
15057,2281,898,358
15058,2281,1358,1041
15059,2281,1500,1236
15060,2281,1836,974
15061,2282,898,846
15062,2282,2393,2129
15063,2283,2327,3159
15064,2283,2479,714
15065,2284,486,2004
15066,2284,732,2887
15067,2284,898,3159
15068,2284,1598,1890
15069,2285,812,3734
15070,2285,898,192
15071,2286,299,1360
15072,2286,1043,165
15073,2286,1564,2299
15074,2286,1629,1703
15075,2287,1804,2788
15076,2287,2204,2975
15077,2288,1565,148
15078,2289,606,1770
15079,2289,1062,2423
15080,2289,1494,550
15081,2289,1954,780
15082,2289,2303,819
15083,2290,398,670
15084,2290,564,1011
15085,2290,826,3436
15086,2290,898,608
15087,2290,898,789
15088,2290,1062,2738
15089,2290,1202,788
15090,2290,1234,529
15091,2290,1367,2453
15092,2290,1512,3481
15093,2290,1759,1078
15094,2290,1970,707
15095,2290,2302,3733
15096,2290,2549,740
15097,2290,2599,730
15098,2291,262,802
15099,2291,1154,413
15100,2291,2070,2480
15101,2291,2101,40
15102,2292,522,30
15103,2292,808,2365
15104,2292,867,3294
15105,2292,917,206
15106,2293,451,3691
15107,2293,1071,2023
15108,2294,1171,1732
15109,2294,1977,295
15110,2294,2097,926
15111,2294,2489,970
15112,2295,918,473
15113,2295,1040,3358
15114,2296,1634,2828
15115,2296,2123,2030
15116,2297,447,3576
15117,2297,1040,3354
15118,2298,898,175
15119,2298,898,1567
15120,2298,898,1665
15121,2298,898,3358
15122,2298,1169,2920
15123,2298,1256,1194
15124,2298,1589,2682
15125,2298,1730,1512
15126,2299,417,808
15127,2299,975,2542
15128,2299,1732,3368
15129,2300,129,2819
15130,2300,961,3691
15131,2300,1784,2209
15132,2300,1992,1761
15133,2300,2158,2979
15134,2301,2601,2861
15135,2302,21,2230
15136,2302,333,3036
15137,2302,898,812
15138,2302,898,3479
15139,2302,918,596
15140,2302,919,3504
15141,2302,1123,1091
15142,2302,1156,497
15143,2302,1331,236
15144,2303,1036,3691
15145,2303,1335,129
15146,2303,1586,3090
15147,2304,1811,2454
15148,2304,1961,1425
15149,2305,101,1198
15150,2305,321,3154
15151,2305,357,560
15152,2305,738,3289
15153,2305,779,192
15154,2305,1576,2626
15155,2306,70,2402
15156,2306,341,3672
15157,2306,343,1622
15158,2306,362,3498
15159,2306,692,720
15160,2306,1085,3378
15161,2306,1775,1150
15162,2306,1961,3078
15163,2306,2044,3403
15164,2306,2112,3298
15165,2307,134,2063
15166,2307,207,1585
15167,2307,1385,1422
15168,2307,2038,3066
15169,2307,2172,1105
15170,2307,2400,492
15171,2307,2431,1028
15172,2308,5,3340
15173,2308,21,3154
15174,2308,481,1291
15175,2308,829,1117
15176,2308,1254,3358
15177,2309,19,1934
15178,2309,826,253
15179,2309,1179,2878
15180,2309,1660,2416
15181,2309,1916,2259
15182,2309,2403,1246
15183,2310,6,3733
15184,2310,139,926
15185,2310,1005,1716
15186,2310,1908,1314
15187,2310,1961,2599
15188,2311,528,2690
15189,2311,1072,3728
15190,2311,1179,2104
15191,2311,1620,2475
15192,2312,1088,2918
15193,2312,1981,129
15194,2312,2035,2494
15195,2312,2169,2357
15196,2312,2446,3445
15197,2312,2546,2019
15198,2313,850,1727
15199,2313,1586,1315
15200,2313,1990,2962
15201,2313,2161,287
15202,2313,2303,2437
15203,2313,2328,3426
15204,2313,2348,1780
15205,2313,2552,2294
15206,2314,525,3058
15207,2314,705,1470
15208,2314,705,2789
15209,2314,898,3159
15210,2314,1040,2335
15211,2314,1040,2373
15212,2314,1083,202
15213,2314,1482,3096
15214,2314,1527,1163
15215,2314,1622,2449
15216,2314,1667,1058
15217,2314,2352,618
15218,2315,253,2106
15219,2315,633,2046
15220,2315,1942,3248
15221,2316,273,613
15222,2316,529,3422
15223,2316,837,184
15224,2317,679,2158
15225,2317,1040,963
15226,2317,1576,2106
15227,2317,1917,1076
15228,2317,1930,784
15229,2317,2227,3381
15230,2318,323,1527
15231,2318,424,2929
15232,2318,528,2459
15233,2318,528,3035
15234,2318,635,2136
15235,2318,705,1605
15236,2318,938,171
15237,2318,1085,503
15238,2318,1576,2832
15239,2318,1576,2920
15240,2318,1579,2675
15241,2318,2026,106
15242,2318,2181,478
15243,2318,2464,3565
15244,2318,2465,1474
15245,2319,240,3420
15246,2319,2178,3640
15247,2320,214,1098
15248,2320,861,882
15249,2320,887,3156
15250,2320,922,2012
15251,2320,922,2357
15252,2320,922,3156
15253,2320,926,1255
15254,2320,1143,3712
15255,2320,1200,3159
15256,2320,1228,3491
15257,2320,1249,1564
15258,2320,1449,505
15259,2320,2218,3191
15260,2321,246,3072
15261,2321,546,2504
15262,2322,358,3583
15263,2322,1566,3034
15264,2322,1955,2533
15265,2322,2324,2906
15266,2323,1130,1868
15267,2323,1796,2966
15268,2323,1837,3372
15269,2323,2372,3455
15270,2323,2527,2775
15271,2324,550,1585
15272,2324,827,2736
15273,2324,1461,356
15274,2324,1812,1673
15275,2325,413,3120
15276,2325,2547,443
15277,2326,71,3155
15278,2326,322,1321
15279,2326,939,3114
15280,2326,1169,3387
15281,2326,2142,226
15282,2326,2398,1972
15283,2327,875,596
15284,2327,2403,2658
15285,2328,463,2310
15286,2328,1045,2578
15287,2328,1075,661
15288,2328,1690,2267
15289,2329,463,1672
15290,2329,1780,2683
15291,2329,2466,220
15292,2330,993,1417
15293,2330,1017,3695
15294,2330,1658,1810
15295,2331,410,1220
15296,2331,1567,2413
15297,2331,1682,1125
15298,2331,1751,3354
15299,2332,152,133
15300,2332,1502,1555
15301,2332,1941,1609
15302,2332,2187,2275
15303,2333,1217,2845
15304,2333,2260,3195
15305,2334,451,57
15306,2334,462,64
15307,2334,897,679
15308,2334,898,3163
15309,2334,1766,165
15310,2334,2547,1917
15311,2335,546,3324
15312,2335,686,1883
15313,2335,963,1273
15314,2335,1097,280
15315,2335,1234,1853
15316,2335,1545,1232
15317,2335,1672,486
15318,2335,2100,1523
15319,2335,2386,65
15320,2335,2562,1912
15321,2336,328,2202
15322,2336,391,2540
15323,2336,391,64
15324,2336,459,361
15325,2336,525,3672
15326,2336,529,2194
15327,2336,647,3737
15328,2336,898,3156
15329,2336,952,881
15330,2336,984,3677
15331,2336,1244,706
15332,2336,1400,1727
15333,2336,1531,2027
15334,2336,1696,39
15335,2336,1789,2316
15336,2336,1876,1153
15337,2336,1876,3358
15338,2336,1950,1743
15339,2336,2047,3463
15340,2336,2409,3725
15341,2336,2563,396
15342,2336,2563,432
15343,2336,2563,2177
15344,2337,614,2333
15345,2337,916,1276
15346,2337,1552,1035
15347,2338,917,3159
15348,2338,2279,6
15349,2339,739,1080
15350,2339,916,2934
15351,2339,1639,1766
15352,2339,2389,433
15353,2340,217,305
15354,2340,452,3333
15355,2340,1505,1863
15356,2340,1801,3704
15357,2341,878,1035
15358,2341,965,498
15359,2341,1398,1173
15360,2341,2039,1370
15361,2341,2583,3725
15362,2342,209,3616
15363,2342,394,2444
15364,2342,492,107
15365,2342,691,1814
15366,2342,1878,3043
15367,2343,1102,1359
15368,2343,1398,1981
15369,2343,2123,1892
15370,2343,2289,2939
15371,2343,2378,2833
15372,2344,656,1152
15373,2344,1713,637
15374,2344,2563,1640
15375,2345,619,3728
15376,2345,2113,481
15377,2346,46,1554
15378,2346,606,191
15379,2346,757,33
15380,2347,417,243
15381,2347,1069,2554
15382,2347,1291,839
15383,2347,1868,569
15384,2348,701,1652
15385,2348,1689,1374
15386,2349,20,1038
15387,2349,476,3200
15388,2349,1897,732
15389,2349,1907,3302
15390,2349,2252,1267
15391,2350,124,412
15392,2350,565,3553
15393,2350,1613,801
15394,2351,784,1033
15395,2351,801,3505
15396,2351,1666,1226
15397,2352,1045,1083
15398,2352,2186,1301
15399,2352,2259,306
15400,2352,2447,1076
15401,2353,1477,67
15402,2353,1595,3577
15403,2353,2001,16
15404,2353,2545,711
15405,2354,357,607
15406,2354,789,1058
15407,2354,789,3371
15408,2354,860,3358
15409,2354,1825,2961
15410,2354,2309,587
15411,2354,2398,560
15412,2354,2398,1965
15413,2354,2400,1751
15414,2354,2450,3383
15415,2355,51,68
15416,2355,1059,1770
15417,2356,653,2562
15418,2356,789,1098
15419,2356,894,3356
15420,2356,1249,170
15421,2356,2253,2981
15422,2356,2571,2883
15423,2357,791,1166
15424,2357,2503,2535
15425,2358,172,2934
15426,2358,790,759
15427,2358,1086,1271
15428,2358,1685,2144
15429,2358,1971,2945
15430,2358,2100,3633
15431,2359,921,2481
15432,2359,2398,3291
15433,2360,118,2390
15434,2360,2398,1058
15435,2360,2400,1813
15436,2360,2400,2168
15437,2360,2403,1166
15438,2361,1747,488
15439,2361,1776,912
15440,2361,2515,169
15441,2362,2221,3326
15442,2362,2259,1300
15443,2362,2396,3354
15444,2362,2398,2168
15445,2362,2431,471
15446,2363,213,526
15447,2363,243,3121
15448,2363,301,3112
15449,2363,314,2412
15450,2363,1191,1047
15451,2363,1547,3207
15452,2364,182,3680
15453,2364,410,506
15454,2364,425,2633
15455,2364,566,946
15456,2364,1227,1857
15457,2364,1253,3614
15458,2364,1595,771
15459,2364,2029,2889
15460,2364,2386,3228
15461,2364,2406,2605
15462,2364,2494,253
15463,2365,40,1647
15464,2365,1655,3354
15465,2365,1897,1063
15466,2365,2152,2895
15467,2365,2455,846
15468,2366,338,2631
15469,2366,548,1566
15470,2366,949,1545
15471,2366,1215,2510
15472,2366,2583,2362
15473,2367,155,529
15474,2367,929,1838
15475,2367,1602,2144
15476,2367,2315,1467
15477,2367,2398,1263
15478,2368,137,2904
15479,2368,242,3181
15480,2368,1671,2842
15481,2368,1906,1616
15482,2368,1916,2737
15483,2368,2186,940
15484,2368,2524,968
15485,2369,1251,856
15486,2369,1676,354
15487,2369,1742,1386
15488,2369,2583,3048
15489,2370,183,537
15490,2370,270,1920
15491,2370,364,2432
15492,2370,432,3462
15493,2370,946,1598
15494,2370,1604,2849
15495,2370,1665,3466
15496,2370,1971,365
15497,2370,2398,1166
15498,2370,2533,3679
15499,2370,2581,807
15500,2371,1733,160
15501,2371,2456,1752
15502,2372,787,327
15503,2372,845,84
15504,2372,1500,44
15505,2372,1764,486
15506,2372,2025,1488
15507,2373,291,3050
15508,2373,305,2872
15509,2373,503,2088
15510,2373,1989,2717
15511,2374,1576,172
15512,2374,1734,1550
15513,2375,555,1486
15514,2375,927,1286
15515,2375,927,1482
15516,2375,938,2443
15517,2375,1097,401
15518,2375,1436,1707
15519,2375,1817,1107
15520,2375,1973,1372
15521,2375,2480,886
15522,2376,297,589
15523,2376,808,2315
15524,2376,1145,1165
15525,2376,1775,1851
15526,2377,21,2333
15527,2377,26,478
15528,2377,69,3050
15529,2377,926,455
15530,2377,1078,1049
15531,2377,1085,2493
15532,2378,40,142
15533,2378,641,2476
15534,2378,1109,2803
15535,2378,1348,2316
15536,2378,1357,2933
15537,2378,1459,215
15538,2378,1792,36
15539,2378,2346,3139
15540,2379,262,1905
15541,2379,1525,2572
15542,2379,1571,355
15543,2379,1808,748
15544,2379,2018,662
15545,2379,2062,770
15546,2379,2120,3209
15547,2380,6,1676
15548,2380,108,1241
15549,2380,694,636
15550,2380,2459,558
15551,2381,65,695
15552,2381,70,2736
15553,2381,265,394
15554,2381,332,1923
15555,2381,370,1155
15556,2381,522,2115
15557,2381,525,2177
15558,2381,525,2629
15559,2381,668,1539
15560,2381,705,3565
15561,2381,745,2291
15562,2381,745,3483
15563,2381,745,3523
15564,2381,824,593
15565,2381,898,528
15566,2381,898,685
15567,2381,898,901
15568,2381,898,1016
15569,2381,898,3525
15570,2381,1026,1805
15571,2381,1035,2677
15572,2381,1085,2961
15573,2381,1432,2754
15574,2381,1503,957
15575,2381,1586,2619
15576,2381,1586,2709
15577,2381,1895,3543
15578,2381,1924,1426
15579,2381,2103,1146
15580,2381,2142,216
15581,2381,2176,1707
15582,2381,2230,3136
15583,2381,2266,11
15584,2381,2384,3309
15585,2381,2475,3588
15586,2381,2523,3698
15587,2381,2581,3672
15588,2382,360,1705
15589,2382,917,3350
15590,2382,1436,788
15591,2383,313,162
15592,2383,528,3129
15593,2383,767,348
15594,2383,898,730
15595,2383,1125,941
15596,2383,1409,1065
15597,2383,1410,2108
15598,2383,1571,3141
15599,2383,1701,3423
15600,2383,1832,1715
15601,2383,1946,2664
15602,2383,2563,459
15603,2383,2581,3672
15604,2384,50,423
15605,2384,52,2433
15606,2384,1932,1736
15607,2385,165,3055
15608,2385,465,1084
15609,2385,2013,3704
15610,2385,2239,3645
15611,2385,2601,3672
15612,2386,143,1289
15613,2386,313,3043
15614,2386,653,1729
15615,2386,862,1831
15616,2386,1234,1259
15617,2386,1817,2266
15618,2387,1511,2888
15619,2387,1707,420
15620,2387,1718,2213
15621,2387,1956,3411
15622,2388,393,2490
15623,2388,562,2628
15624,2388,1713,3490
15625,2389,239,582
15626,2389,1127,3395
15627,2389,1871,2820
15628,2389,2221,1713
15629,2390,174,693
15630,2391,895,3032
15631,2391,1808,2412
15632,2391,1985,1816
15633,2392,921,3444
15634,2392,1160,907
15635,2392,1817,2062
15636,2392,2098,800
15637,2393,1484,338
15638,2394,83,2070
15639,2394,287,1958
15640,2394,287,2027
15641,2394,323,2212
15642,2394,510,493
15643,2394,520,2573
15644,2394,522,284
15645,2394,525,3201
15646,2394,898,1166
15647,2394,898,3156
15648,2394,917,1037
15649,2394,990,939
15650,2394,1085,1771
15651,2394,1283,1002
15652,2394,1289,2303
15653,2394,1491,559
15654,2394,1522,1958
15655,2394,1542,1035
15656,2394,1576,2629
15657,2394,1696,2217
15658,2394,1902,52
15659,2394,2340,3132
15660,2394,2385,791
15661,2394,2481,2988
15662,2395,617,1627
15663,2395,1083,3218
15664,2395,1919,2741
15665,2396,241,2681
15666,2396,982,1629
15667,2396,1786,966
15668,2397,286,3310
15669,2397,1565,1524
15670,2397,1571,1536
15671,2397,2583,3295
15672,2398,1246,397
15673,2398,1945,2755
15674,2399,399,3096
15675,2399,862,3090
15676,2399,2341,588
15677,2400,1968,2109
15678,2400,2565,2646
15679,2401,1152,1052
15680,2401,1492,3354
15681,2401,1826,3109
15682,2401,2020,1495
15683,2401,2404,101
15684,2402,91,556
15685,2402,163,383
15686,2402,345,2880
15687,2402,1901,3509
15688,2403,42,2252
15689,2403,754,2617
15690,2403,1940,3602
15691,2403,1996,1722
15692,2403,2039,3238
15693,2403,2086,294
15694,2403,2236,3170
15695,2404,625,1893
15696,2404,909,9
15697,2404,1625,2303
